timestep,L_acc_x,L_acc_y,L_acc_z,L_gyro_x,L_gyro_y,L_gyro_z,L_pressure_1,L_pressure_2,L_pressure_3,L_pressure_4,L_pressure_5,L_pressure_6,L_pressure_7,L_pressure_8,L_pressure_9,L_pressure_10,L_pressure_11,L_pressure_12,L_pressure_13,L_pressure_14,L_pressure_15,L_pressure_16,L_pressure_17,L_pressure_18,L_pressure_19,L_pressure_20,L_pressure_21,L_pressure_22,L_pressure_23,L_pressure_24,L_pressure_25,L_pressure_26,L_pressure_27,L_pressure_28,L_pressure_29,L_pressure_30,L_pressure_31,L_pressure_32,L_pressure_33,L_pressure_34,L_pressure_35,L_pressure_36,L_pressure_37,L_pressure_38,L_pressure_39,L_pressure_40,R_acc_x,R_acc_y,R_acc_z,R_gyro_x,R_gyro_y,R_gyro_z,R_pressure_1,R_pressure_2,R_pressure_3,R_pressure_4,R_pressure_5,R_pressure_6,R_pressure_7,R_pressure_8,R_pressure_9,R_pressure_10,R_pressure_11,R_pressure_12,R_pressure_13,R_pressure_14,R_pressure_15,R_pressure_16,R_pressure_17,R_pressure_18,R_pressure_19,R_pressure_20,R_pressure_21,R_pressure_22,R_pressure_23,R_pressure_24,R_pressure_25,R_pressure_26,R_pressure_27,R_pressure_28,R_pressure_29,R_pressure_30,R_pressure_31,R_pressure_32,R_pressure_33,R_pressure_34,R_pressure_35,R_pressure_36,R_pressure_37,R_pressure_38,R_pressure_39,R_pressure_40
10.07,-385,-116,-2015,-111,-13,20,0,0,0,0,0,0,0,0,7,136,115,41,178,204,245,31,0,0,0,0,16,186,3,4,227,5,8,120,22,145,201,18,207,253,89,222,27,19,29,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.08,-385,-116,-2015,-111,-13,20,0,0,0,0,0,0,0,0,7,136,115,41,178,204,245,31,0,0,0,0,16,186,3,4,227,5,8,120,22,145,201,18,207,253,89,222,27,19,29,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.09,-385,-116,-2015,-111,-13,20,0,0,0,0,0,0,0,0,7,136,115,41,178,204,245,31,0,0,0,0,16,186,3,4,227,5,8,120,22,145,201,18,207,253,89,222,27,19,29,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,-352,-110,-2017,-112,-31,24,0,0,0,0,0,0,1,0,19,152,155,49,0,0,0,0,0,0,0,0,46,222,5,15,71,9,24,158,84,215,42,41,76,175,91,233,67,13,97,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11,-381,-171,-1996,-13,32,-2,0,0,0,0,0,0,0,0,86,183,185,142,0,0,0,0,0,0,0,0,46,221,7,26,129,15,97,203,142,40,6,38,83,210,139,162,239,125,216,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.12,-414,-168,-1987,-4,47,-7,0,0,0,0,0,0,0,0,97,192,186,153,0,0,0,0,0,0,0,0,47,227,8,29,131,16,103,203,151,42,1,42,79,206,133,151,241,116,195,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.13,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.14,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.15,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.16,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.17,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.18,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.19,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.2,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.21,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.22,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.23,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.24,-385,-131,-2002,4,61,-12,0,0,0,0,0,0,0,0,123,195,193,165,0,0,0,0,0,0,0,0,47,225,9,31,129,18,110,203,164,46,253,42,79,206,125,134,239,108,166,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.25,-376,-110,-2006,11,69,-14,0,0,0,0,0,0,0,0,132,204,197,194,0,0,0,0,0,0,0,0,47,231,10,32,129,19,113,201,171,49,254,39,77,203,111,122,234,94,159,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.26,-325,-166,-1978,46,72,-7,0,0,0,0,0,1,2,49,163,244,207,58,0,0,0,0,0,0,0,0,92,245,15,40,126,24,123,194,195,42,243,33,62,191,16,105,228,16,99,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.27,-368,-158,-1964,50,68,-5,0,0,0,0,1,1,1,49,196,253,198,69,0,0,0,0,0,0,0,0,96,3,16,41,127,26,124,194,196,38,245,33,66,181,7,86,237,12,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.28,-300,-118,-1946,51,61,-2,0,0,0,0,1,2,1,59,210,21,207,75,0,0,0,0,0,0,0,0,99,0,17,42,125,25,123,190,212,37,245,33,59,172,254,68,241,4,74,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.29,-300,-118,-1946,51,61,-2,0,0,0,0,1,2,1,59,210,21,207,75,0,0,0,0,0,0,0,0,99,0,17,42,125,25,123,190,212,37,245,33,59,172,254,68,241,4,74,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3,-300,-118,-1946,51,61,-2,0,0,0,0,1,2,1,59,210,21,207,75,0,0,0,0,0,0,0,0,99,0,17,42,125,25,123,190,212,37,245,33,59,172,254,68,241,4,74,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.31,-300,-118,-1946,51,61,-2,0,0,0,0,1,2,1,59,210,21,207,75,0,0,0,0,0,0,0,0,99,0,17,42,125,25,123,190,212,37,245,33,59,172,254,68,241,4,74,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.32,-300,-118,-1946,51,61,-2,0,0,0,0,1,2,1,59,210,21,207,75,0,0,0,0,0,0,0,0,99,0,17,42,125,25,123,190,212,37,245,33,59,172,254,68,241,4,74,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.33,-388,-146,-1932,50,57,-1,0,0,0,0,2,3,3,64,237,58,216,89,0,0,0,0,0,0,0,0,105,14,18,43,122,27,123,180,225,36,251,32,53,158,239,51,230,255,51,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.34,-359,-142,-1901,41,57,-3,0,0,0,0,2,2,3,75,255,81,220,107,0,0,0,0,0,0,0,0,108,25,20,45,121,26,124,177,227,35,250,34,47,143,218,39,223,242,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.35,-333,-78,-1986,73,6,-12,4,6,99,0,4,4,37,179,158,166,211,61,218,7,170,221,0,0,0,0,99,15,5,28,103,8,114,134,203,197,80,242,107,89,169,35,194,98,221,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.36,-363,-182,-1985,84,22,-11,5,5,104,0,4,3,38,191,194,181,216,100,225,24,179,235,0,0,0,0,104,20,4,29,102,8,113,133,227,192,75,238,103,83,154,10,181,46,183,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.37,-363,-182,-1985,84,22,-11,5,5,104,0,4,3,38,191,194,181,216,100,225,24,179,235,0,0,0,0,104,20,4,29,102,8,113,133,227,192,75,238,103,83,154,10,181,46,183,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.38,-363,-182,-1985,84,22,-11,5,5,104,0,4,3,38,191,194,181,216,100,225,24,179,235,0,0,0,0,104,20,4,29,102,8,113,133,227,192,75,238,103,83,154,10,181,46,183,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.39,-363,-182,-1985,84,22,-11,5,5,104,0,4,3,38,191,194,181,216,100,225,24,179,235,0,0,0,0,104,20,4,29,102,8,113,133,227,192,75,238,103,83,154,10,181,46,183,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,-332,-136,-1976,92,37,-11,17,6,110,0,5,5,43,224,227,204,243,104,236,47,177,2,0,0,0,0,106,18,5,30,101,9,113,132,239,191,65,229,93,76,135,241,160,14,132,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.41,-336,-148,-1970,103,46,-13,29,7,111,0,5,5,46,244,253,227,2,145,251,64,185,32,0,0,0,0,111,27,5,32,102,8,116,138,253,197,63,215,91,73,104,218,132,226,69,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.42,-355,-153,-1970,102,67,-18,53,11,121,0,8,8,51,40,118,47,115,231,137,131,234,124,0,0,0,0,152,49,8,40,88,12,143,143,3,187,27,170,27,39,31,95,10,31,136,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.43,-310,-154,-1972,97,63,-18,54,11,121,86,8,8,50,53,151,56,145,238,144,149,250,132,0,0,0,0,153,48,9,42,86,11,155,139,4,184,18,165,21,28,17,62,248,10,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.44,-310,-154,-1972,97,63,-18,54,11,121,86,8,8,50,53,151,56,145,238,144,149,250,132,0,0,0,0,153,48,9,42,86,11,155,139,4,184,18,165,21,28,17,62,248,10,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.45,-310,-154,-1972,97,63,-18,54,11,121,86,8,8,50,53,151,56,145,238,144,149,250,132,0,0,0,0,153,48,9,42,86,11,155,139,4,184,18,165,21,28,17,62,248,10,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.46,-310,-154,-1972,97,63,-18,54,11,121,86,8,8,50,53,151,56,145,238,144,149,250,132,0,0,0,0,153,48,9,42,86,11,155,139,4,184,18,165,21,28,17,62,248,10,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.47,-310,-154,-1972,97,63,-18,54,11,121,86,8,8,50,53,151,56,145,238,144,149,250,132,0,0,0,0,153,48,9,42,86,11,155,139,4,184,18,165,21,28,17,62,248,10,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.48,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.49,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.51,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.52,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.53,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.54,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.55,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.56,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.57,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.58,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.59,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.61,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.62,-288,-164,-1984,94,61,-17,58,29,124,0,10,11,52,111,175,65,162,237,155,158,253,139,0,0,0,0,173,55,10,45,81,14,160,135,8,176,9,156,15,18,253,34,237,218,91,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.63,-290,-149,-1999,95,56,-17,60,32,128,109,12,11,53,153,180,78,178,254,182,160,12,141,0,0,0,0,203,60,12,73,81,13,161,132,7,173,0,144,7,8,227,10,216,184,51,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.64,-255,-166,-2070,160,55,-17,90,52,136,0,16,35,60,218,9,184,40,79,94,41,130,243,0,0,0,0,8,67,14,101,103,14,163,123,10,143,206,86,227,196,123,129,53,36,119,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.65,-255,-166,-2070,160,55,-17,90,52,136,0,16,35,60,218,9,184,40,79,94,41,130,243,0,0,0,0,8,67,14,101,103,14,163,123,10,143,206,86,227,196,123,129,53,36,119,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.66,-255,-166,-2070,160,55,-17,90,52,136,0,16,35,60,218,9,184,40,79,94,41,130,243,0,0,0,0,8,67,14,101,103,14,163,123,10,143,206,86,227,196,123,129,53,36,119,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.67,-255,-166,-2070,160,55,-17,90,52,136,0,16,35,60,218,9,184,40,79,94,41,130,243,0,0,0,0,8,67,14,101,103,14,163,123,10,143,206,86,227,196,123,129,53,36,119,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.68,-255,-166,-2070,160,55,-17,90,52,136,0,16,35,60,218,9,184,40,79,94,41,130,243,0,0,0,0,8,67,14,101,103,14,163,123,10,143,206,86,227,196,123,129,53,36,119,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.69,-255,-166,-2070,160,55,-17,90,52,136,0,16,35,60,218,9,184,40,79,94,41,130,243,0,0,0,0,8,67,14,101,103,14,163,123,10,143,206,86,227,196,123,129,53,36,119,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7,-269,-162,-2052,181,58,-19,110,62,143,224,17,39,63,227,53,224,64,97,122,63,165,252,0,0,0,0,18,67,15,103,106,13,163,114,253,123,188,69,212,173,96,100,20,242,64,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.71,-322,-131,-2025,199,71,-20,156,73,173,2,19,47,64,253,99,0,85,117,139,108,175,22,0,0,0,0,32,67,15,107,104,14,162,104,246,110,179,58,190,147,65,77,253,174,241,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.72,-266,-286,-2067,213,82,-18,175,80,202,0,22,51,80,19,158,52,108,142,178,149,189,47,0,0,0,0,39,65,17,110,97,15,164,100,235,91,160,46,172,117,33,41,224,120,155,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.73,-853,-132,-3472,4017,322,-994,22,199,235,212,151,43,31,116,53,107,218,175,235,98,158,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.74,-891,-121,-3392,4249,389,-1124,114,23,113,35,56,19,12,19,172,33,118,198,109,111,99,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
